shipment_id,product_id,warehouse_id,dispatch_date,weather_conditions,delayed
SH_1069,P_78,W_9,2026-03-24,Snow,0
SH_1070,P_101,W_2,2026-01-24,Clear,0
SH_1071,P_114,W_2,2026-03-18,Clear,1
SH_1072,P_102,W_5,2026-02-10,Clear,1
SH_1073,P_162,W_0,2026-01-11,Clear,0
SH_1074,P_120,W_9,2026-03-12,Storm,1
SH_1075,P_67,W_3,2026-02-07,Snow,1
SH_1076,P_9,W_6,2026-03-16,Storm,0
SH_1077,P_133,W_4,2026-02-06,Clear,0
SH_1078,P_44,W_7,2026-01-08,Storm,1
SH_1079,P_168,W_8,2026-02-26,Snow,1
SH_1080,P_153,W_8,2026-03-12,Rain,0
SH_1081,P_172,W_0,2026-01-27,Snow,1
SH_1082,P_0,W_2,2026-01-29,Clear,0
SH_1083,P_199,W_6,2026-01-06,Snow,0
SH_1084,P_103,W_9,2026-02-15,Rain,0
SH_1085,P_188,W_1,2026-03-15,Clear,0
SH_1086,P_185,W_8,2026-03-12,Snow,1
SH_1087,P_70,W_3,2026-03-01,Rain,0
SH_1088,P_103,W_9,2026-03-18,Clear,0
SH_1089,P_104,W_8,2026-02-22,Clear,0
SH_1090,P_128,W_4,2026-03-07,Snow,0
SH_1091,P_131,W_4,2026-02-12,Snow,0
SH_1092,P_96,W_9,2026-01-11,Storm,0
SH_1093,P_193,W_5,2026-01-17,Storm,0
SH_1094,P_150,W_0,2026-01-12,Storm,1
SH_1095,P_17,W_6,2026-03-07,Rain,0
SH_1096,P_58,W_5,2026-01-03,Storm,0
SH_1097,P_132,W_8,2026-02-15,Clear,0
SH_1098,P_67,W_3,2026-01-31,Snow,1
SH_1099,P_172,W_5,2026-03-08,Clear,0
SH_1100,P_45,W_7,2026-02-15,Snow,1
SH_1101,P_146,W_4,2026-02-20,Rain,0
SH_1102,P_174,W_3,2026-01-08,Storm,0
SH_1103,P_60,W_3,2026-01-26,Snow,1
SH_1104,P_51,W_3,2026-03-24,Snow,1
SH_1105,P_27,W_1,2026-03-01,Clear,0
SH_1106,P_169,W_7,2026-02-13,Clear,0
SH_1107,P_138,W_0,2026-03-05,Storm,1
SH_1108,P_80,W_7,2026-03-10,Snow,1
SH_1109,P_195,W_8,2026-01-07,Snow,1
SH_1110,P_192,W_9,2026-03-22,Rain,1
SH_1111,P_108,W_7,2026-02-23,Clear,0
SH_1112,P_100,W_2,2026-02-07,Storm,0
SH_1113,P_178,W_8,2026-02-26,Storm,1
SH_1114,P_2,W_0,2026-01-29,Rain,0
SH_1115,P_25,W_5,2026-03-14,Snow,0
SH_1116,P_66,W_2,2026-03-06,Snow,1
SH_1117,P_120,W_9,2026-02-23,Snow,1
SH_1118,P_127,W_6,2026-01-16,Rain,0
SH_1119,P_192,W_5,2026-03-22,Snow,0
SH_1120,P_71,W_7,2026-02-05,Rain,0
SH_1121,P_147,W_3,2026-03-17,Clear,0
SH_1122,P_60,W_8,2026-01-05,Storm,0
SH_1123,P_50,W_2,2026-01-11,Rain,0
SH_1124,P_2,W_2,2026-01-13,Storm,1
SH_1125,P_161,W_8,2026-01-14,Snow,0
SH_1126,P_76,W_4,2026-01-27,Clear,0
SH_1127,P_176,W_2,2026-02-28,Clear,1
SH_1128,P_65,W_7,2026-01-29,Clear,0
SH_1129,P_85,W_4,2026-03-20,Snow,1
SH_1130,P_142,W_4,2026-03-16,Snow,1
SH_1131,P_31,W_5,2026-03-12,Rain,0
SH_1132,P_166,W_8,2026-01-21,Rain,0
SH_1133,P_72,W_5,2026-02-22,Snow,0
SH_1134,P_124,W_7,2026-02-15,Clear,0
SH_1135,P_73,W_7,2026-01-11,Rain,0
SH_1136,P_163,W_5,2026-01-26,Storm,0
SH_1137,P_146,W_6,2026-02-14,Clear,1
SH_1138,P_87,W_3,2026-02-11,Snow,1
SH_1139,P_74,W_4,2026-01-14,Storm,1
SH_1140,P_113,W_5,2026-03-20,Storm,0
SH_1141,P_47,W_0,2026-01-13,Rain,0
SH_1142,P_169,W_4,2026-02-24,Clear,1
SH_1143,P_101,W_1,2026-03-01,Clear,1
SH_1144,P_121,W_8,2026-02-20,Clear,1
SH_1145,P_101,W_8,2026-03-11,Clear,1
SH_1146,P_158,W_2,2026-02-16,Clear,0
SH_1147,P_99,W_4,2026-03-10,Rain,0
SH_1148,P_72,W_7,2026-01-03,Rain,0
SH_1149,P_43,W_0,2026-01-04,Clear,0
SH_1150,P_83,W_7,2026-02-23,Storm,0
SH_1151,P_138,W_4,2026-02-17,Storm,1
SH_1152,P_178,W_8,2026-02-24,Rain,0
SH_1153,P_116,W_9,2026-03-05,Storm,0
SH_1154,P_163,W_8,2026-02-04,Snow,0
SH_1155,P_123,W_8,2026-02-23,Rain,0
SH_1156,P_113,W_4,2026-02-11,Snow,0
SH_1157,P_39,W_4,2026-02-22,Clear,1
SH_1158,P_194,W_2,2026-01-25,Snow,1
SH_1159,P_136,W_0,2026-03-21,Storm,0
SH_1160,P_122,W_4,2026-02-10,Clear,0
SH_1161,P_74,W_9,2026-03-08,Rain,0
SH_1162,P_140,W_5,2026-02-26,Rain,0
SH_1163,P_143,W_6,2026-01-25,Storm,1
SH_1164,P_183,W_6,2026-01-07,Storm,1
SH_1165,P_20,W_6,2026-01-05,Rain,0
SH_1166,P_156,W_4,2026-02-06,Snow,0
SH_1167,P_136,W_4,2026-02-10,Storm,1
SH_1168,P_17,W_2,2026-01-17,Rain,0
SH_1169,P_163,W_7,2026-02-20,Storm,1
SH_1170,P_159,W_7,2026-01-26,Rain,0
SH_1171,P_38,W_0,2026-03-01,Clear,0
SH_1172,P_26,W_4,2026-03-02,Snow,1
SH_1173,P_112,W_0,2026-03-13,Rain,1
SH_1174,P_3,W_7,2026-03-22,Rain,0
SH_1175,P_79,W_7,2026-01-11,Snow,1
SH_1176,P_8,W_5,2026-01-31,Clear,0
SH_1177,P_37,W_0,2026-02-16,Snow,0
SH_1178,P_18,W_8,2026-01-27,Storm,1
SH_1179,P_64,W_6,2026-02-08,Clear,0
SH_1180,P_196,W_3,2026-01-23,Storm,0
SH_1181,P_113,W_3,2026-01-21,Clear,0
SH_1182,P_188,W_1,2026-01-09,Rain,0
SH_1183,P_174,W_4,2026-01-25,Snow,1
SH_1184,P_186,W_0,2026-02-01,Clear,1
SH_1185,P_163,W_4,2026-02-21,Rain,0
SH_1186,P_13,W_3,2026-01-21,Clear,1
SH_1187,P_111,W_5,2026-03-13,Clear,0
SH_1188,P_70,W_9,2026-01-14,Clear,0
SH_1189,P_62,W_0,2026-01-28,Clear,0
SH_1190,P_176,W_7,2026-02-17,Rain,0
SH_1191,P_22,W_3,2026-01-26,Rain,0
SH_1192,P_175,W_9,2026-03-05,Snow,0
SH_1193,P_194,W_0,2026-02-11,Clear,0
SH_1194,P_39,W_8,2026-02-12,Clear,1
SH_1195,P_59,W_5,2026-02-11,Snow,0
SH_1196,P_112,W_3,2026-01-26,Clear,0
SH_1197,P_91,W_2,2026-01-02,Snow,0
SH_1198,P_124,W_7,2026-03-20,Snow,0
SH_1199,P_125,W_3,2026-02-11,Rain,0
SH_1200,P_82,W_7,2026-03-22,Snow,0
SH_1201,P_153,W_8,2026-01-18,Rain,1
SH_1202,P_39,W_7,2026-01-30,Snow,0
SH_1203,P_138,W_5,2026-01-05,Storm,1
SH_1204,P_163,W_8,2026-02-11,Storm,0
SH_1205,P_4,W_9,2026-03-15,Snow,0
SH_1206,P_61,W_5,2026-02-24,Clear,0
SH_1207,P_137,W_6,2026-02-09,Rain,0
SH_1208,P_127,W_8,2026-02-14,Rain,0
SH_1209,P_82,W_6,2026-03-12,Snow,1
SH_1210,P_133,W_1,2026-02-05,Clear,0
SH_1211,P_33,W_2,2026-03-15,Clear,0
SH_1212,P_124,W_3,2026-03-02,Clear,1
SH_1213,P_164,W_6,2026-03-05,Storm,1
SH_1214,P_179,W_9,2026-01-31,Snow,1
SH_1215,P_56,W_9,2026-02-03,Clear,1
SH_1216,P_53,W_7,2026-02-17,Clear,0
SH_1217,P_163,W_0,2026-01-17,Snow,0
SH_1218,P_106,W_5,2026-02-15,Clear,0
SH_1219,P_68,W_8,2026-01-07,Clear,0
SH_1220,P_77,W_1,2026-02-11,Rain,0
SH_1221,P_24,W_1,2026-03-05,Rain,0
SH_1222,P_48,W_3,2026-01-24,Rain,0
SH_1223,P_45,W_8,2026-03-24,Storm,0
SH_1224,P_196,W_9,2026-02-26,Snow,0
SH_1225,P_179,W_6,2026-01-10,Clear,1
SH_1226,P_46,W_8,2026-03-22,Storm,1
SH_1227,P_168,W_2,2026-02-02,Storm,0
SH_1228,P_80,W_8,2026-03-07,Snow,0
SH_1229,P_105,W_6,2026-01-29,Snow,0
SH_1230,P_144,W_8,2026-03-19,Rain,0
SH_1231,P_140,W_4,2026-03-04,Snow,0
SH_1232,P_114,W_6,2026-01-17,Clear,0
SH_1233,P_72,W_9,2026-02-12,Clear,0
SH_1234,P_77,W_0,2026-02-11,Snow,0
SH_1235,P_54,W_5,2026-01-04,Clear,0
SH_1236,P_176,W_4,2026-01-12,Rain,1
SH_1237,P_117,W_5,2026-01-28,Rain,0
SH_1238,P_93,W_9,2026-02-09,Rain,1
SH_1239,P_76,W_1,2026-02-07,Storm,1
SH_1240,P_55,W_1,2026-02-20,Snow,0
SH_1241,P_44,W_7,2026-02-12,Clear,0
SH_1242,P_76,W_0,2026-01-28,Storm,1
SH_1243,P_14,W_5,2026-02-20,Snow,0
SH_1244,P_111,W_6,2026-01-14,Clear,0
SH_1245,P_58,W_9,2026-03-24,Clear,0
SH_1246,P_161,W_6,2026-03-03,Clear,0
SH_1247,P_10,W_5,2026-01-25,Rain,0
SH_1248,P_178,W_3,2026-01-28,Rain,1
SH_1249,P_187,W_6,2026-03-10,Storm,0
SH_1250,P_147,W_8,2026-02-14,Clear,1
SH_1251,P_74,W_6,2026-02-28,Rain,0
SH_1252,P_21,W_7,2026-01-25,Clear,0
SH_1253,P_67,W_1,2026-03-09,Storm,0
SH_1254,P_198,W_2,2026-01-31,Rain,0
SH_1255,P_50,W_7,2026-02-25,Storm,0
SH_1256,P_50,W_8,2026-03-23,Rain,0
SH_1257,P_68,W_6,2026-02-18,Snow,0
SH_1258,P_147,W_1,2026-03-08,Clear,0
SH_1259,P_108,W_5,2026-03-02,Snow,1
SH_1260,P_88,W_9,2026-02-27,Clear,0
SH_1261,P_43,W_5,2026-01-03,Storm,0
SH_1262,P_112,W_0,2026-02-09,Rain,0
SH_1263,P_95,W_2,2026-03-22,Clear,1
SH_1264,P_13,W_3,2026-03-06,Rain,0
SH_1265,P_73,W_0,2026-03-06,Snow,0
SH_1266,P_28,W_4,2026-02-17,Storm,1
SH_1267,P_84,W_3,2026-03-01,Rain,1
SH_1268,P_133,W_4,2026-02-18,Storm,0
SH_1269,P_36,W_0,2026-01-15,Storm,1
SH_1270,P_169,W_8,2026-02-22,Clear,1
SH_1271,P_15,W_4,2026-02-21,Rain,0
SH_1272,P_158,W_4,2026-03-11,Clear,0
SH_1273,P_2,W_1,2026-01-13,Storm,0
SH_1274,P_169,W_5,2026-02-26,Clear,1
SH_1275,P_166,W_6,2026-01-03,Rain,0
SH_1276,P_130,W_1,2026-03-20,Snow,0
SH_1277,P_152,W_8,2026-01-10,Clear,0
SH_1278,P_128,W_7,2026-01-02,Clear,1
SH_1279,P_135,W_4,2026-01-27,Snow,0
SH_1280,P_190,W_2,2026-01-13,Clear,0
SH_1281,P_90,W_5,2026-02-27,Snow,1
SH_1282,P_128,W_4,2026-02-04,Clear,0
SH_1283,P_99,W_0,2026-03-06,Snow,1
SH_1284,P_87,W_6,2026-03-18,Rain,1
SH_1285,P_97,W_8,2026-03-14,Rain,0
SH_1286,P_146,W_2,2026-03-03,Storm,0
SH_1287,P_154,W_5,2026-01-06,Storm,1
SH_1288,P_52,W_2,2026-01-12,Rain,0
SH_1289,P_79,W_8,2026-01-18,Rain,0
SH_1290,P_197,W_2,2026-01-27,Rain,0
SH_1291,P_142,W_8,2026-02-24,Clear,0
SH_1292,P_37,W_0,2026-02-13,Snow,0
SH_1293,P_105,W_6,2026-01-27,Snow,1
SH_1294,P_163,W_4,2026-01-15,Rain,0
SH_1295,P_27,W_2,2026-03-17,Rain,1
SH_1296,P_156,W_9,2026-01-29,Snow,0
SH_1297,P_156,W_3,2026-01-30,Rain,1
SH_1298,P_6,W_5,2026-03-06,Clear,0
SH_1299,P_122,W_2,2026-03-01,Storm,0
SH_1300,P_95,W_2,2026-02-23,Storm,1
SH_1301,P_35,W_2,2026-02-27,Rain,0
SH_1302,P_104,W_0,2026-02-20,Snow,0
SH_1303,P_56,W_3,2026-01-16,Rain,1
SH_1304,P_112,W_9,2026-01-21,Storm,0
SH_1305,P_117,W_3,2026-02-16,Storm,0
SH_1306,P_10,W_9,2026-01-19,Storm,0
SH_1307,P_100,W_9,2026-03-22,Clear,0
SH_1308,P_115,W_7,2026-01-25,Clear,0
SH_1309,P_62,W_8,2026-01-24,Storm,0
SH_1310,P_10,W_8,2026-01-18,Storm,0
SH_1311,P_161,W_0,2026-02-28,Rain,1
SH_1312,P_101,W_4,2026-01-27,Snow,1
SH_1313,P_108,W_4,2026-01-29,Clear,0
SH_1314,P_36,W_7,2026-03-19,Storm,1
SH_1315,P_128,W_1,2026-03-08,Rain,0
SH_1316,P_178,W_8,2026-01-23,Rain,0
SH_1317,P_82,W_7,2026-01-11,Clear,0
SH_1318,P_151,W_3,2026-02-26,Storm,1
SH_1319,P_82,W_2,2026-02-01,Clear,1
SH_1320,P_180,W_7,2026-03-23,Snow,1
SH_1321,P_181,W_6,2026-03-09,Rain,0
SH_1322,P_97,W_0,2026-03-21,Rain,0
SH_1323,P_144,W_2,2026-03-08,Rain,0
SH_1324,P_45,W_0,2026-01-25,Storm,1
SH_1325,P_186,W_7,2026-01-24,Snow,0
SH_1326,P_30,W_2,2026-03-01,Rain,1
SH_1327,P_195,W_4,2026-01-29,Clear,0
SH_1328,P_127,W_8,2026-02-06,Clear,0
SH_1329,P_126,W_3,2026-01-22,Rain,0
SH_1330,P_121,W_7,2026-02-09,Storm,0
SH_1331,P_153,W_9,2026-01-17,Clear,0
SH_1332,P_140,W_4,2026-02-14,Rain,1
SH_1333,P_37,W_0,2026-03-19,Snow,1
SH_1334,P_8,W_9,2026-02-27,Snow,1
SH_1335,P_22,W_0,2026-01-12,Clear,0
SH_1336,P_45,W_2,2026-02-21,Snow,0
SH_1337,P_177,W_9,2026-02-18,Rain,0
SH_1338,P_191,W_9,2026-01-21,Snow,0
SH_1339,P_23,W_4,2026-02-25,Snow,1
SH_1340,P_97,W_1,2026-02-14,Storm,0
SH_1341,P_16,W_4,2026-02-22,Storm,1
SH_1342,P_177,W_4,2026-01-05,Snow,1
SH_1343,P_134,W_3,2026-02-04,Rain,0
SH_1344,P_27,W_9,2026-03-01,Clear,0
SH_1345,P_176,W_9,2026-01-09,Snow,1
SH_1346,P_81,W_4,2026-03-05,Snow,0
SH_1347,P_157,W_9,2026-01-01,Storm,0
SH_1348,P_161,W_7,2026-02-15,Storm,0
SH_1349,P_156,W_3,2026-03-19,Snow,0
SH_1350,P_0,W_1,2026-02-03,Clear,0
SH_1351,P_30,W_3,2026-03-19,Storm,0
SH_1352,P_85,W_5,2026-03-14,Rain,1
SH_1353,P_51,W_4,2026-02-09,Snow,0
SH_1354,P_78,W_4,2026-01-17,Snow,0
SH_1355,P_29,W_5,2026-03-22,Snow,1
SH_1356,P_145,W_9,2026-01-27,Clear,0
SH_1357,P_49,W_5,2026-02-23,Snow,0
SH_1358,P_122,W_7,2026-03-17,Clear,0
SH_1359,P_123,W_2,2026-01-08,Storm,0
SH_1360,P_137,W_5,2026-02-17,Storm,0
SH_1361,P_105,W_0,2026-02-14,Snow,1
SH_1362,P_173,W_5,2026-03-02,Clear,0
SH_1363,P_175,W_5,2026-03-19,Snow,1
SH_1364,P_38,W_4,2026-03-17,Clear,0
SH_1365,P_96,W_8,2026-01-15,Rain,0
SH_1366,P_99,W_2,2026-03-15,Clear,0
SH_1367,P_192,W_4,2026-01-15,Snow,0
SH_1368,P_69,W_6,2026-03-18,Clear,0
SH_1369,P_60,W_5,2026-03-24,Storm,0
SH_1370,P_77,W_3,2026-02-02,Snow,1
SH_1371,P_95,W_0,2026-02-11,Rain,0
SH_1372,P_113,W_8,2026-03-19,Clear,0
SH_1373,P_128,W_2,2026-03-21,Rain,0
SH_1374,P_123,W_8,2026-03-18,Snow,0
SH_1375,P_36,W_1,2026-03-14,Rain,1
SH_1376,P_9,W_7,2026-01-01,Storm,0
SH_1377,P_133,W_1,2026-02-17,Clear,0
SH_1378,P_11,W_9,2026-01-09,Clear,0
SH_1379,P_11,W_1,2026-03-23,Snow,1
SH_1380,P_194,W_4,2026-01-24,Rain,0
SH_1381,P_49,W_4,2026-03-24,Snow,1
SH_1382,P_197,W_7,2026-02-15,Clear,1
SH_1383,P_40,W_4,2026-02-10,Clear,1
SH_1384,P_159,W_8,2026-03-19,Clear,1
SH_1385,P_89,W_8,2026-03-12,Snow,1
SH_1386,P_180,W_4,2026-02-08,Rain,0
SH_1387,P_79,W_9,2026-01-17,Snow,1
SH_1388,P_12,W_2,2026-01-10,Clear,0
SH_1389,P_172,W_0,2026-01-14,Clear,0
SH_1390,P_22,W_6,2026-02-08,Storm,1
SH_1391,P_152,W_9,2026-01-22,Storm,0
SH_1392,P_79,W_5,2026-01-16,Rain,0
SH_1393,P_171,W_8,2026-03-03,Clear,0
SH_1394,P_193,W_7,2026-03-07,Rain,1
SH_1395,P_178,W_7,2026-02-17,Clear,0
SH_1396,P_175,W_7,2026-03-04,Storm,1
SH_1397,P_57,W_2,2026-01-15,Snow,0
SH_1398,P_100,W_2,2026-03-13,Snow,0
SH_1399,P_83,W_7,2026-03-16,Storm,1
SH_1400,P_121,W_1,2026-03-10,Snow,0
SH_1401,P_43,W_4,2026-02-12,Snow,0
SH_1402,P_32,W_8,2026-01-08,Clear,0
SH_1403,P_182,W_1,2026-02-25,Snow,1
SH_1404,P_18,W_4,2026-01-16,Storm,0
SH_1405,P_105,W_3,2026-01-12,Rain,0
SH_1406,P_123,W_6,2026-01-27,Clear,0
SH_1407,P_177,W_9,2026-01-21,Storm,0
SH_1408,P_111,W_9,2026-01-22,Snow,0
SH_1409,P_60,W_2,2026-01-20,Clear,0
SH_1410,P_182,W_9,2026-03-04,Storm,1
SH_1411,P_152,W_7,2026-03-21,Snow,0
SH_1412,P_113,W_2,2026-01-26,Snow,0
SH_1413,P_17,W_9,2026-03-01,Clear,0
SH_1414,P_152,W_6,2026-01-01,Snow,0
SH_1415,P_169,W_0,2026-02-24,Clear,1
SH_1416,P_35,W_9,2026-02-27,Clear,0
SH_1417,P_169,W_2,2026-01-06,Storm,1
SH_1418,P_99,W_9,2026-01-10,Storm,1
SH_1419,P_174,W_5,2026-01-26,Snow,0
SH_1420,P_173,W_4,2026-02-03,Storm,0
SH_1421,P_88,W_1,2026-02-11,Clear,0
SH_1422,P_130,W_6,2026-03-16,Rain,0
SH_1423,P_15,W_5,2026-02-28,Clear,1
SH_1424,P_143,W_5,2026-01-26,Clear,0
SH_1425,P_7,W_3,2026-01-10,Storm,0
SH_1426,P_100,W_5,2026-03-18,Storm,1
SH_1427,P_111,W_8,2026-01-25,Rain,0
SH_1428,P_121,W_2,2026-02-21,Rain,0
SH_1429,P_92,W_6,2026-01-19,Rain,0
SH_1430,P_171,W_2,2026-01-12,Rain,1
SH_1431,P_165,W_0,2026-01-13,Rain,0
SH_1432,P_124,W_6,2026-03-04,Rain,1
SH_1433,P_164,W_6,2026-02-20,Storm,0
SH_1434,P_178,W_9,2026-02-04,Storm,0
SH_1435,P_116,W_8,2026-02-15,Storm,0
SH_1436,P_115,W_6,2026-02-09,Snow,1
SH_1437,P_108,W_9,2026-02-14,Clear,0
SH_1438,P_187,W_3,2026-02-25,Snow,0
SH_1439,P_139,W_9,2026-01-19,Snow,1
SH_1440,P_9,W_9,2026-01-21,Storm,0
SH_1441,P_28,W_9,2026-03-04,Storm,0
SH_1442,P_20,W_2,2026-03-14,Snow,0
SH_1443,P_20,W_8,2026-01-07,Clear,0
SH_1444,P_161,W_1,2026-02-07,Snow,0
SH_1445,P_87,W_8,2026-02-28,Clear,0
SH_1446,P_131,W_7,2026-01-07,Snow,0
SH_1447,P_75,W_4,2026-02-16,Rain,1
SH_1448,P_152,W_4,2026-01-06,Snow,1
SH_1449,P_121,W_9,2026-02-15,Rain,0
SH_1450,P_168,W_4,2026-02-11,Clear,1
SH_1451,P_21,W_2,2026-02-17,Clear,0
SH_1452,P_71,W_4,2026-01-13,Rain,0
SH_1453,P_70,W_4,2026-01-28,Clear,0
SH_1454,P_154,W_2,2026-02-13,Rain,0
SH_1455,P_94,W_2,2026-01-10,Snow,0
SH_1456,P_60,W_7,2026-01-18,Rain,0
SH_1457,P_8,W_5,2026-02-18,Clear,0
SH_1458,P_152,W_2,2026-01-08,Storm,0
SH_1459,P_105,W_6,2026-02-12,Rain,0
SH_1460,P_185,W_2,2026-03-09,Rain,0
SH_1461,P_88,W_0,2026-02-07,Snow,0
SH_1462,P_29,W_0,2026-02-12,Rain,0
SH_1463,P_121,W_4,2026-02-07,Storm,0
SH_1464,P_192,W_8,2026-01-05,Rain,0
SH_1465,P_180,W_6,2026-02-08,Storm,1
SH_1466,P_135,W_6,2026-03-08,Clear,0
SH_1467,P_114,W_6,2026-03-02,Snow,0
SH_1468,P_174,W_0,2026-02-02,Clear,0
SH_1469,P_163,W_5,2026-03-09,Storm,0
SH_1470,P_166,W_4,2026-03-03,Snow,1
SH_1471,P_25,W_4,2026-02-17,Storm,1
SH_1472,P_172,W_3,2026-01-04,Rain,0
SH_1473,P_173,W_2,2026-01-29,Snow,0
SH_1474,P_172,W_0,2026-01-06,Clear,1
SH_1475,P_25,W_8,2026-03-24,Clear,0
SH_1476,P_89,W_3,2026-03-19,Snow,1
SH_1477,P_8,W_0,2026-01-06,Clear,1
SH_1478,P_152,W_3,2026-03-19,Clear,0
SH_1479,P_30,W_1,2026-01-03,Rain,0
SH_1480,P_195,W_9,2026-02-03,Rain,0
SH_1481,P_178,W_2,2026-03-05,Snow,1
SH_1482,P_169,W_1,2026-03-05,Storm,0
SH_1483,P_70,W_6,2026-03-23,Snow,1
SH_1484,P_199,W_1,2026-02-23,Snow,0
SH_1485,P_97,W_6,2026-02-04,Snow,0
SH_1486,P_66,W_4,2026-03-24,Rain,0
SH_1487,P_125,W_3,2026-02-01,Storm,1
SH_1488,P_125,W_1,2026-03-14,Rain,0
SH_1489,P_110,W_3,2026-03-17,Clear,0
SH_1490,P_183,W_4,2026-02-01,Clear,1
SH_1491,P_18,W_9,2026-02-26,Snow,0
SH_1492,P_4,W_7,2026-02-24,Rain,0
SH_1493,P_0,W_0,2026-02-14,Storm,1
SH_1494,P_179,W_5,2026-02-24,Storm,1
SH_1495,P_131,W_7,2026-01-29,Storm,0
SH_1496,P_186,W_1,2026-01-15,Rain,1
SH_1497,P_176,W_7,2026-02-14,Clear,0
SH_1498,P_91,W_5,2026-02-13,Snow,0
SH_1499,P_161,W_1,2026-03-02,Snow,1
SH_1500,P_87,W_1,2026-01-19,Storm,0
SH_1501,P_74,W_3,2026-01-01,Rain,0
SH_1502,P_98,W_3,2026-01-02,Snow,0
SH_1503,P_27,W_5,2026-01-25,Storm,1
SH_1504,P_161,W_7,2026-02-25,Rain,1
SH_1505,P_49,W_0,2026-02-15,Rain,0
SH_1506,P_16,W_8,2026-02-14,Snow,0
SH_1507,P_115,W_0,2026-03-10,Clear,0
SH_1508,P_86,W_0,2026-01-21,Storm,1
SH_1509,P_167,W_8,2026-01-29,Storm,0
SH_1510,P_137,W_2,2026-01-23,Rain,0
SH_1511,P_9,W_2,2026-03-19,Storm,0
SH_1512,P_120,W_9,2026-03-02,Clear,1
SH_1513,P_166,W_2,2026-01-10,Clear,1
SH_1514,P_12,W_4,2026-03-09,Clear,0
SH_1515,P_43,W_9,2026-02-04,Clear,0
SH_1516,P_27,W_1,2026-03-05,Storm,0
SH_1517,P_157,W_3,2026-03-15,Clear,0
SH_1518,P_109,W_5,2026-01-02,Storm,1
SH_1519,P_175,W_9,2026-01-18,Rain,0
SH_1520,P_54,W_0,2026-01-09,Rain,0
SH_1521,P_30,W_4,2026-01-03,Rain,0
SH_1522,P_43,W_5,2026-02-19,Rain,0
SH_1523,P_148,W_0,2026-02-28,Rain,1
SH_1524,P_161,W_9,2026-01-05,Storm,0
SH_1525,P_4,W_7,2026-03-03,Clear,1
SH_1526,P_45,W_1,2026-02-03,Snow,0
SH_1527,P_197,W_7,2026-01-20,Rain,1
SH_1528,P_163,W_4,2026-01-19,Storm,0
SH_1529,P_44,W_9,2026-03-13,Clear,0
SH_1530,P_183,W_7,2026-01-05,Clear,0
SH_1531,P_77,W_5,2026-02-11,Storm,1
SH_1532,P_60,W_3,2026-01-25,Clear,0
SH_1533,P_24,W_9,2026-03-09,Snow,0
SH_1534,P_138,W_8,2026-03-02,Rain,0
SH_1535,P_160,W_3,2026-01-27,Snow,1
SH_1536,P_28,W_2,2026-02-19,Storm,1
SH_1537,P_40,W_0,2026-02-25,Clear,0
SH_1538,P_72,W_3,2026-01-27,Storm,1
SH_1539,P_157,W_7,2026-01-26,Clear,0
SH_1540,P_13,W_8,2026-01-12,Rain,1
SH_1541,P_7,W_7,2026-02-24,Clear,1
SH_1542,P_60,W_7,2026-01-19,Snow,0
SH_1543,P_191,W_5,2026-01-25,Rain,0
SH_1544,P_83,W_3,2026-01-06,Clear,1
SH_1545,P_105,W_3,2026-03-20,Storm,0
SH_1546,P_18,W_7,2026-03-15,Storm,1
SH_1547,P_111,W_2,2026-03-17,Rain,0
SH_1548,P_116,W_2,2026-02-21,Storm,1
SH_1549,P_117,W_3,2026-02-05,Snow,0
SH_1550,P_51,W_5,2026-02-11,Rain,1
SH_1551,P_145,W_0,2026-03-22,Snow,1
SH_1552,P_119,W_7,2026-03-20,Storm,1
SH_1553,P_87,W_3,2026-02-25,Snow,0
SH_1554,P_163,W_9,2026-03-07,Rain,0
SH_1555,P_141,W_3,2026-01-27,Clear,0
SH_1556,P_133,W_7,2026-02-04,Rain,0
SH_1557,P_118,W_4,2026-01-13,Clear,0
SH_1558,P_188,W_3,2026-02-01,Rain,0
SH_1559,P_148,W_3,2026-03-04,Rain,0
SH_1560,P_1,W_6,2026-02-09,Clear,1
SH_1561,P_120,W_8,2026-03-12,Clear,0
SH_1562,P_100,W_7,2026-01-25,Clear,0
SH_1563,P_61,W_1,2026-02-28,Clear,0
SH_1564,P_104,W_3,2026-03-08,Rain,0
SH_1565,P_61,W_1,2026-03-17,Clear,0
SH_1566,P_78,W_2,2026-02-16,Storm,0
SH_1567,P_191,W_9,2026-03-22,Clear,0
SH_1568,P_118,W_2,2026-02-16,Storm,1
SH_1569,P_94,W_7,2026-01-12,Clear,0
SH_1570,P_18,W_6,2026-01-21,Snow,0
SH_1571,P_75,W_6,2026-01-17,Snow,0
SH_1572,P_156,W_8,2026-02-23,Rain,0
SH_1573,P_20,W_9,2026-03-18,Snow,0
SH_1574,P_14,W_8,2026-03-12,Snow,0
SH_1575,P_28,W_6,2026-01-08,Snow,1
SH_1576,P_10,W_5,2026-03-02,Snow,1
SH_1577,P_143,W_1,2026-01-16,Rain,1
SH_1578,P_85,W_3,2026-01-23,Clear,0
SH_1579,P_188,W_9,2026-02-25,Rain,0
SH_1580,P_194,W_3,2026-02-20,Snow,1
SH_1581,P_68,W_8,2026-03-14,Storm,1
SH_1582,P_16,W_5,2026-01-16,Snow,0
SH_1583,P_128,W_8,2026-03-05,Clear,0
SH_1584,P_136,W_8,2026-03-02,Snow,1
SH_1585,P_94,W_1,2026-02-16,Rain,0
